workclass,education,marital-status,occupation,relationship,race
 Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White
 Private, 11th, Never-married, Other-service, Not-in-family, White
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White
 Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White
 Private, 9th, Married-civ-spouse, Protective-serv, Husband, White
 State-gov, Assoc-voc, Never-married, Tech-support, Not-in-family, White
 Self-emp-not-inc, 5th-6th, Never-married, Transport-moving, Not-in-family, White
 State-gov, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Some-college, Divorced, Transport-moving, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black
 Local-gov, Some-college, Divorced, Prof-specialty, Unmarried, White
 Private, HS-grad, Divorced, Adm-clerical, Own-child, Black
 Federal-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White
 Private, 5th-6th, Never-married, Handlers-cleaners, Not-in-family, White
 ?, Some-college, Never-married, ?, Own-child, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White
 Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White
 Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black
 Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other
 Private, 12th, Never-married, Sales, Own-child, White
 Private, HS-grad, Never-married, Other-service, Own-child, White
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White
 Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White
 Private, HS-grad, Married-civ-spouse, Priv-house-serv, Wife, White
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, Black
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White
 Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White
 State-gov, Some-college, Never-married, Protective-serv, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White
 State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White
 Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Some-college, Never-married, Transport-moving, Not-in-family, White
 Private, 7th-8th, Separated, Farming-fishing, Not-in-family, White
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White
 Private, HS-grad, Separated, Sales, Not-in-family, White
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Never-married, Craft-repair, Own-child, White
 State-gov, Some-college, Never-married, Other-service, Own-child, White
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White
 State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White
 Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, White
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White
 Private, 11th, Never-married, Craft-repair, Own-child, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White
 ?, Some-college, Never-married, ?, Own-child, White
 Self-emp-not-inc, 1st-4th, Married-spouse-absent, Craft-repair, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White
 Private, 11th, Married-civ-spouse, Handlers-cleaners, Own-child, White
 Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, White
 Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White
 Private, Some-college, Never-married, Prof-specialty, Own-child, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White
 Private, 7th-8th, Married-civ-spouse, Sales, Husband, White
 Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, White
 Federal-gov, HS-grad, Never-married, Other-service, Own-child, Black
 Private, Bachelors, Divorced, Other-service, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, Some-college, Separated, Sales, Unmarried, Black
 Private, HS-grad, Never-married, Transport-moving, Other-relative, Asian-Pac-Islander
 Private, Bachelors, Divorced, Protective-serv, Not-in-family, White
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black
 Private, HS-grad, Never-married, Sales, Not-in-family, Black
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Never-married, Craft-repair, Own-child, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Some-college, Married-civ-spouse, Sales, Husband, White
 Private, 1st-4th, Never-married, Other-service, Own-child, White
 Private, HS-grad, Divorced, Exec-managerial, Unmarried, White
 Private, Some-college, Divorced, Craft-repair, Own-child, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White
 State-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White
 Local-gov, HS-grad, Widowed, Other-service, Unmarried, Black
 Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White
 Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White
 Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White
 State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Some-college, Married-civ-spouse, Other-service, Husband, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White
 Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander
 Private, Assoc-acdm, Married-spouse-absent, Craft-repair, Not-in-family, White
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White
 Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White
 Private, Bachelors, Married-spouse-absent, Other-service, Not-in-family, White
 Private, Some-college, Never-married, Machine-op-inspct, Own-child, White
 Private, HS-grad, Never-married, Other-service, Unmarried, Black
 Private, Masters, Married-civ-spouse, Transport-moving, Husband, White
 Federal-gov, HS-grad, Widowed, Machine-op-inspct, Unmarried, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White
 Private, 7th-8th, Never-married, Prof-specialty, Other-relative, Black
 Private, 9th, Married-civ-spouse, Craft-repair, Husband, White
 Private, Bachelors, Never-married, Sales, Not-in-family, White
 Private, Bachelors, Married-civ-spouse, Sales, Husband, Other
 State-gov, HS-grad, Divorced, Other-service, Unmarried, Black
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Never-married, Other-service, Not-in-family, White
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White
 Private, 12th, Never-married, Sales, Own-child, White
 Private, HS-grad, Never-married, Sales, Not-in-family, White
 Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White
 State-gov, Assoc-voc, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo
 Private, Some-college, Never-married, Sales, Own-child, Black
 Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White
 Private, 10th, Divorced, Craft-repair, Not-in-family, White
 State-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White
 Local-gov, HS-grad, Widowed, Transport-moving, Not-in-family, White
 Private, 11th, Married-civ-spouse, Other-service, Husband, White
 Private, 7th-8th, Widowed, Craft-repair, Unmarried, White
 Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White
 Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White
 Federal-gov, Some-college, Never-married, Protective-serv, Own-child, White
 State-gov, Assoc-voc, Married-civ-spouse, Other-service, Husband, Black
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, HS-grad, Never-married, Transport-moving, Own-child, White
 Private, Bachelors, Never-married, Other-service, Not-in-family, Black
 Private, 10th, Divorced, Adm-clerical, Other-relative, White
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White
 Private, HS-grad, Separated, Sales, Unmarried, White
 Private, Some-college, Never-married, Exec-managerial, Not-in-family, White
 ?, 9th, Never-married, ?, Own-child, Black
 Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 Self-emp-not-inc, Some-college, Divorced, Sales, Unmarried, White
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, White
 Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White
 Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Unmarried, White
 ?, HS-grad, Widowed, ?, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black
 Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White
 Private, Masters, Never-married, Sales, Own-child, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White
 Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White
 Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White
 Private, 9th, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Never-married, Sales, Not-in-family, White
 ?, HS-grad, Married-civ-spouse, ?, Wife, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Bachelors, Never-married, Sales, Own-child, White
 Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White
 Private, HS-grad, Married-civ-spouse, Sales, Own-child, White
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, White
 Local-gov, HS-grad, Divorced, Transport-moving, Not-in-family, Black
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White
 Private, Bachelors, Divorced, Prof-specialty, Unmarried, White
 Private, 11th, Never-married, Craft-repair, Own-child, White
 Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Own-child, White
 State-gov, Prof-school, Divorced, Prof-specialty, Not-in-family, White
 Private, Doctorate, Married-civ-spouse, Exec-managerial, Wife, White
 Private, Some-college, Never-married, Sales, Own-child, White
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White
 Private, Assoc-voc, Widowed, Prof-specialty, Not-in-family, White
 Private, 11th, Never-married, Transport-moving, Not-in-family, Black
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black
 Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, 12th, Never-married, Other-service, Own-child, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 ?, HS-grad, Widowed, ?, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White
 State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White
 ?, Some-college, Married-civ-spouse, ?, Husband, White
 Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White
 Federal-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White
 Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White
 Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White
 Private, 10th, Never-married, Prof-specialty, Own-child, White
 Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White
 Private, Some-college, Never-married, Other-service, Not-in-family, White
 ?, Bachelors, Divorced, ?, Other-relative, Other
 Private, HS-grad, Never-married, Other-service, Unmarried, Black
 ?, Assoc-voc, Never-married, ?, Own-child, White
 Private, Some-college, Never-married, Sales, Other-relative, Black
 Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White
 Self-emp-not-inc, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White
 Private, Some-college, Never-married, Sales, Other-relative, White
 ?, Bachelors, Widowed, ?, Not-in-family, Amer-Indian-Eskimo
 Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Bachelors, Never-married, Sales, Not-in-family, White
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, 12th, Never-married, Adm-clerical, Own-child, White
 Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White
